label,synonym,attnMap,sim_score,position,first
rider,pedaller,0.41459358,99.12,1,same
rider,rider,0.3568021,91.6,1,same
rider,pedaler,0.27699164,65.53,1,same
rider,hitchhiker,0.17606135,41.14,2,bicycle
rider,stowaway,0.1809321,23.96,2,bicycle
rider,traveller,0.17866592,20.72,2,bicycle
rider,fare,0.15216208,9.82,2,bicycle
rider,commuter,0.29117155,7.93,3,bicycle
rider,traveler,0.15380576,7.93,3,bicycle
rider,horseback_rider,0.20542082,6.02,3,bicycle
rider,passenger,0.11470854,3.65,3,bicycle
rider,horseman,0.22332337,3.6,3,bicycle
rider,equestrian,0.1850925,2.93,3,bicycle
rider,hang_glider,0.19807544,2.5,4,bicycle
rider,article,0.13629137,1.56,4,bicycle
rider,clause,0.11992995,1.2,4,bicycle
rider,straphanger,0.13302346,0.05,14,bicycle
